,prices,address,beds,links
101,319000.0, 168 Howard St NW Atlanta GA 30314 ,"<ul class=""list-card-details""><li class="""">4<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">3<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">2074<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/168-Howard-St-NW-Atlanta-GA-30314/35855253_zpid/ "
102,45000.0, 405 Fairburn Rd SW #20 Atlanta GA 30331 ,"<ul class=""list-card-details""><li class="""">2<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">1<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">--<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Townhouse for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/405-Fairburn-Rd-SW-20-Atlanta-GA-30331/2077193521_zpid/ "
103,80000.0, 369 Delevan St SW Atlanta GA 30310 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">832<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/369-Delevan-St-SW-Atlanta-GA-30310/35890857_zpid/ "
104,374900.0, 259 Patterson Ave SE Atlanta GA 30316 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1231<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/259-Patterson-Ave-SE-Atlanta-GA-30316/14456387_zpid/ "
105,199900.0, 2855 Peachtree Rd NE APT 309 Atlanta GA 30305 ,"<ul class=""list-card-details""><li class="""">2<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">999<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Condo for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/2855-Peachtree-Rd-NE-APT-309-Atlanta-GA-30305/2086646228_zpid/ "
106,424900.0, 101 Atlanta Ave SE Atlanta GA 30315 ,"<ul class=""list-card-details""><li class="""">--<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">--<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">2400<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Multi-family home for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/101-Atlanta-Ave-SE-Atlanta-GA-30315/35882523_zpid/ "
107,324900.0, 2541 Cascade Rd SW Atlanta GA 30311 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">3<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1709<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/2541-Cascade-Rd-SW-Atlanta-GA-30311/35863198_zpid/ "
108,329900.0, 2486 Memorial Dr SE Atlanta GA 30317 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1365<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/2486-Memorial-Dr-SE-Atlanta-GA-30317/14465587_zpid/ "
109,258900.0, Halton Plan Hampshire Park ,"<ul class=""list-card-details""><li class="""">5<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">3<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">3209<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- New construction</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/community/hampshire-park/2082898949_zpid/ "
110,275000.0, 1685 Donald Lee Hollowell Pkwy NW Atlanta GA 30318 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1712<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/1685-Donald-Lee-Hollowell-Pkwy-NW-Atlanta-GA-30318/35845508_zpid/ "
111,760000.0, 4218 Wieuca Overlook NE Atlanta GA 30342 ,"<ul class=""list-card-details""><li class="""">4<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">4<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">4718<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Townhouse for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/4218-Wieuca-Overlook-NE-Atlanta-GA-30342/2077990586_zpid/ "
112,1350000.0, 199 14th St NE APT 3003 Atlanta GA 30309 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">3<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">2406<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Condo for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/199-14th-St-NE-APT-3003-Atlanta-GA-30309/2144191134_zpid/ "
113,299900.0, 90 Fairlie St NW APT 502 Atlanta GA 30303 ,"<ul class=""list-card-details""><li class="""">2<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1490<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Condo for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/90-Fairlie-St-NW-APT-502-Atlanta-GA-30303/2077991699_zpid/ "
114,255000.0, 136 Peachtree Memorial Dr NW #7-4 Atlanta GA 30309 ,"<ul class=""list-card-details""><li class="""">2<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1108<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Townhouse for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/136-Peachtree-Memorial-Dr-NW-7-4-Atlanta-GA-30309/35900880_zpid/ "
115,325000.0, 1671 N Ave Nw Atlanta GA 30318 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/1671-N-Ave-Nw-Atlanta-GA-30318/35845771_zpid/ "
116,283990.0, GREEN Plan Overlook at Camp Creek ,"<ul class=""list-card-details""><li class="""">4<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">3<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">2890<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- New construction</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/community/overlook-at-camp-creek/2079690642_zpid/ "
117,359900.0, 232 Laurel Ave SW Atlanta GA 30314 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1407<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/232-Laurel-Ave-SW-Atlanta-GA-30314/35846599_zpid/ "
118,460000.0, 2981 Rivergreen Ln SE #24 Atlanta GA 30339 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">4<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">3520<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Townhouse for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/2981-Rivergreen-Ln-SE-24-Atlanta-GA-30339/99894277_zpid/ "
119,374900.0, 260 18th St NW #10304 Atlanta GA 30363 ,"<ul class=""list-card-details""><li class="""">2<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1094<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Townhouse for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/260-18th-St-NW-10304-Atlanta-GA-30363/2077834963_zpid/ "
120,789000.0, 135 Mayson Ave NE Atlanta GA 30307 ,"<ul class=""list-card-details""><li class="""">4<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">4<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">3000<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- New construction</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/135-Mayson-Ave-NE-Atlanta-GA-30307/14468752_zpid/ "
121,176000.0, 2891 Diana Dr SW Atlanta GA 30315 ,"<ul class=""list-card-details""><li class="""">4<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">960<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/2891-Diana-Dr-SW-Atlanta-GA-30315/35828446_zpid/ "
122,2375000.0, 81 Lakeview Ave NE Atlanta GA 30305 ,"<ul class=""list-card-details""><li class="""">4<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">4<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">2934<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/81-Lakeview-Ave-NE-Atlanta-GA-30305/35896303_zpid/ "
123,147000.0, 32 Peachtree St NW APT 1305 Atlanta GA 30303 ,"<ul class=""list-card-details""><li class="""">1<abbr class=""list-card-label""> <!-- -->bd</abbr></li><li class="""">1<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">586<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Condo for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/32-Peachtree-St-NW-APT-1305-Atlanta-GA-30303/65462936_zpid/ "
124,1499900.0, 3962 Wieuca Rd NE Atlanta GA 30342 ,"<ul class=""list-card-details""><li class="""">5<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">5<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">4837<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/3962-Wieuca-Rd-NE-Atlanta-GA-30342/35927976_zpid/ "
125,380000.0, 340 Hopkins St SW Atlanta GA 30310 ,"<ul class=""list-card-details""><li class="""">--<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">--<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1588<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Multi-family home for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/340-Hopkins-St-SW-Atlanta-GA-30310/35842571_zpid/ "
126,299999.0, 1061 Ashby Grv SW Atlanta GA 30314 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1701<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/1061-Ashby-Grv-SW-Atlanta-GA-30314/35834957_zpid/ "
127,294500.0, 706 Alta Pl NW Atlanta GA 30318 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">3<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">2000<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/706-Alta-Pl-NW-Atlanta-GA-30318/35856400_zpid/ "
128,315000.0, 159 Winthrop St SW Atlanta GA 30331 ,"<ul class=""list-card-details""><li class="""">4<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">4<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">3330<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/159-Winthrop-St-SW-Atlanta-GA-30331/69379722_zpid/ "
129,259000.0, 658 Indigo Ln NW Atlanta GA 30318 ,"<ul class=""list-card-details""><li class="""">4<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">3<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1040<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/658-Indigo-Ln-NW-Atlanta-GA-30318/35864992_zpid/ "
130,230000.0, 1162 Greenwich St SW Atlanta GA 30310 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1716<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/1162-Greenwich-St-SW-Atlanta-GA-30310/35835228_zpid/ "
131,580000.0, 170 Boulevard SE APT E112 Atlanta GA 30312 ,"<ul class=""list-card-details""><li class="""">2<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">2246<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Condo for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/170-Boulevard-SE-APT-E112-Atlanta-GA-30312/2086963465_zpid/ "
132,200000.0, 2657 Lenox Rd NE APT 133 Atlanta GA 30324 ,"<ul class=""list-card-details""><li class="""">2<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">949<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Condo for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/2657-Lenox-Rd-NE-APT-133-Atlanta-GA-30324/2077739321_zpid/ "
133,125000.0, 2479 Peachtree Rd NE APT 604 Atlanta GA 30305 ,"<ul class=""list-card-details""><li class="""">1<abbr class=""list-card-label""> <!-- -->bd</abbr></li><li class="""">1<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">837<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Condo for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/2479-Peachtree-Rd-NE-APT-604-Atlanta-GA-30305/65468331_zpid/ "
134,399900.0, 1422 Metropolitan Ave SE Atlanta GA 30316 ,"<ul class=""list-card-details""><li class="""">2<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1332<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/1422-Metropolitan-Ave-SE-Atlanta-GA-30316/14456500_zpid/ "
135,229000.0, 1101 Collier Rd NW APT C6 Atlanta GA 30318 ,"<ul class=""list-card-details""><li class="""">2<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1020<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Townhouse for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/1101-Collier-Rd-NW-APT-C6-Atlanta-GA-30318/65470329_zpid/ "
136,225000.0, 910 Society Cir SW Atlanta GA 30331 ,"<ul class=""list-card-details""><li class="""">4<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">4<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1900<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Townhouse for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/910-Society-Cir-SW-Atlanta-GA-30331/88827572_zpid/ "
137,219900.0, 515 Oliver St NW Atlanta GA 30314 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1208<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/515-Oliver-St-NW-Atlanta-GA-30314/35832914_zpid/ "
138,239900.0, 954 Fair St SW Atlanta GA 30314 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1153<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/954-Fair-St-SW-Atlanta-GA-30314/35835064_zpid/ "
139,875000.0, 4086 Haverhill Dr NE Atlanta GA 30342 ,"<ul class=""list-card-details""><li class="""">5<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">6<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">4577<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/4086-Haverhill-Dr-NE-Atlanta-GA-30342/35942144_zpid/ "
140,4000000.0, 4041 Beechwood Dr NW Atlanta GA 30327 ,"<ul class=""list-card-details""><li class="""">6<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">9<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">11401<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/4041-Beechwood-Dr-NW-Atlanta-GA-30327/35918220_zpid/ "
141,559900.0, 1575 Elixir Ave SW Atlanta GA 30314 ,"<ul class=""list-card-details""><li class="""">5<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">3<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">4337<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- New construction</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/1575-Elixir-Ave-SW-Atlanta-GA-30314/69344559_zpid/ "
142,384000.0, 400 Village Pkwy NE APT 148 Atlanta GA 30306 ,"<ul class=""list-card-details""><li class="""">1<abbr class=""list-card-label""> <!-- -->bd</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1115<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Condo for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/400-Village-Pkwy-NE-APT-148-Atlanta-GA-30306/2076950148_zpid/ "
143,375000.0, 1696 Havilon Dr SW Atlanta GA 30311 ,"<ul class=""list-card-details""><li class="""">4<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">3<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">2014<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/1696-Havilon-Dr-SW-Atlanta-GA-30311/35848141_zpid/ "
144,357180.0, 2563 Dayview Ln Atlanta GA 30331 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">2237<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- New construction</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/2563-Dayview-Ln-Atlanta-GA-30331/2077218805_zpid/ "
145,8900000.0, 1750 Garraux Rd NW Atlanta GA 30327 ,"<ul class=""list-card-details""><li class="""">6<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">11<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">20000<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/1750-Garraux-Rd-NW-Atlanta-GA-30327/35919932_zpid/ "
146,269000.0, 864 Charles Allen Dr NE APT 8 Atlanta GA 30308 ,"<ul class=""list-card-details""><li class="""">2<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">1<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1000<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/864-Charles-Allen-Dr-NE-APT-8-Atlanta-GA-30308/35880406_zpid/ "
147,218000.0, 29 Finch Trl NE Atlanta GA 30308 ,"<ul class=""list-card-details""><li class="""">2<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1177<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/29-Finch-Trl-NE-Atlanta-GA-30308/35881242_zpid/ "
148,799999.0, 963 Gilbert St SE Atlanta GA 30316 ,"<ul class=""list-card-details""><li class="""">5<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">4<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">2846<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- New construction</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/963-Gilbert-St-SE-Atlanta-GA-30316/35828679_zpid/ "
149,140000.0, 120 Ralph Mcgill Blvd NE APT 309 Atlanta GA 30308 ,"<ul class=""list-card-details""><li class="""">1<abbr class=""list-card-label""> <!-- -->bd</abbr></li><li class="""">1<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">561<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Condo for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/120-Ralph-Mcgill-Blvd-NE-APT-309-Atlanta-GA-30308/82615634_zpid/ "
150,678840.0, 1484 Fairmont Ave NW Atlanta GA 30318 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">4<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">2673<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- New construction</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/1484-Fairmont-Ave-NW-Atlanta-GA-30318/2076946561_zpid/ "
151,119000.0, 870 Mayson Turner Rd NW Atlanta GA 30314 ,"<ul class=""list-card-details""><li class="""">2<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">1<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">862<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Condo for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/870-Mayson-Turner-Rd-NW-Atlanta-GA-30314/88812776_zpid/ "
152,409900.0, 260 18th St NW #10325 Atlanta GA 30363 ,"<ul class=""list-card-details""><li class="""">2<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1609<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Townhouse for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/260-18th-St-NW-10325-Atlanta-GA-30363/2076936228_zpid/ "
153,5250000.0, 3377 Nancy Creek Rd NW Atlanta GA 30327 ,"<ul class=""list-card-details""><li class="""">7<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">12<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">12360<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/3377-Nancy-Creek-Rd-NW-Atlanta-GA-30327/35919942_zpid/ "
