,prices,address,beds,links
199,254900.0, 1150 Collier Rd NW #3P Atlanta GA 30318 ,"<ul class=""list-card-details""><li class="""">2<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1094<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Townhouse for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/1150-Collier-Rd-NW-3P-Atlanta-GA-30318/2076960477_zpid/ "
200,849000.0, 1104 Zimmer Dr NE Atlanta GA 30306 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">3<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1954<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- New construction</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/1104-Zimmer-Dr-NE-Atlanta-GA-30306/35918506_zpid/ "
201,163400.0, 837 Oak St NW Atlanta GA 30318 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">2550<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/837-Oak-St-NW-Atlanta-GA-30318/35856854_zpid/ "
202,984500.0, 39 Honour Cir NW Atlanta GA 30305 ,"<ul class=""list-card-details""><li class="""">5<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">4<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">4000<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- New construction</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/39-Honour-Cir-NW-Atlanta-GA-30305/35942758_zpid/ "
203,795000.0, 1386 Hanover West Dr NW Atlanta GA 30327 ,"<ul class=""list-card-details""><li class="""">4<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">3<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">3483<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/1386-Hanover-West-Dr-NW-Atlanta-GA-30327/35917284_zpid/ "
204,194900.0, 1264 Lockwood Dr SW Atlanta GA 30311 ,"<ul class=""list-card-details""><li class="""">6<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">9<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">13681<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/1264-Lockwood-Dr-SW-Atlanta-GA-30311/35848755_zpid/ "
205,559900.0, 379 Irwin St NE Atlanta GA 30312 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1106<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/379-Irwin-St-NE-Atlanta-GA-30312/35878657_zpid/ "
206,227500.0, 800 Peachtree St NE APT 2101 Atlanta GA 30308 ,"<ul class=""list-card-details""><li class="""">2<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1008<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Condo for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/800-Peachtree-St-NE-APT-2101-Atlanta-GA-30308/65461977_zpid/ "
207,480310.0, 312 Senna St Atlanta GA 30326 ,"<ul class=""list-card-details""><li class="""">2<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">3<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1474<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Condo for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/312-Senna-St-Atlanta-GA-30326/306708395_zpid/ "
208,775000.0, 1195 Mclendon Ave NE Atlanta GA 30307 ,"<ul class=""list-card-details""><li class="""">5<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">6<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">5250<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- New construction</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/1195-Mclendon-Ave-NE-Atlanta-GA-30307/14468533_zpid/ "
209,295000.0, 1075 Peachtree Walk NE UNIT A504 Atlanta GA 30309 ,"<ul class=""list-card-details""><li class="""">1<abbr class=""list-card-label""> <!-- -->bd</abbr></li><li class="""">1<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">813<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Condo for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/1075-Peachtree-Walk-NE-UNIT-A504-Atlanta-GA-30309/2077400447_zpid/ "
210,550000.0, 28 Peachtree Hills Ave NE Atlanta GA 30305 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">3<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1690<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Townhouse for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/28-Peachtree-Hills-Ave-NE-Atlanta-GA-30305/35900790_zpid/ "
211,825000.0, 543 Winton Ter NE UNIT B Atlanta GA 30308 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1400<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/543-Winton-Ter-NE-UNIT-B-Atlanta-GA-30308/2090376489_zpid/ "
212,649000.0, 607 Collier Rd NW Atlanta GA 30318 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1280<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/607-Collier-Rd-NW-Atlanta-GA-30318/35910093_zpid/ "
213,219999.0, 300 Peachtree St NE APT 7E Atlanta GA 30308 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">1<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1302<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/300-Peachtree-St-NE-APT-7E-Atlanta-GA-30308/2082663761_zpid/ "
214,580347.0, 573 Broadview Pl NE Atlanta GA 30324 ,"<ul class=""list-card-details""><li class="""">4<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">3<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">3066<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/573-Broadview-Pl-NE-Atlanta-GA-30324/249122871_zpid/ "
215,1895000.0, 110 Druid Cir NE Atlanta GA 30307 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">3<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1728<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/110-Druid-Cir-NE-Atlanta-GA-30307/35860402_zpid/ "
216,274900.0, 2172 Nelms Dr SW Atlanta GA 30315 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1781<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/2172-Nelms-Dr-SW-Atlanta-GA-30315/35892055_zpid/ "
217,225000.0, 970 Sidney Marcus Blvd NE UNIT 1216 Atlanta GA 30324 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">2662<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/970-Sidney-Marcus-Blvd-NE-UNIT-1216-Atlanta-GA-30324/65464867_zpid/ "
218,10000000.0, 750 Park Ave NE PENTHOUSE 42 Atlanta GA 30326 ,"<ul class=""list-card-details""><li class="""">5<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">5<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">6175<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- New construction</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/750-Park-Ave-NE-PENTHOUSE-42-Atlanta-GA-30326/2077822985_zpid/ "
219,250000.0, 821 Ralph Mcgill Blvd NE APT 3411 Atlanta GA 30306 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">3<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1466<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Condo for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/821-Ralph-Mcgill-Blvd-NE-APT-3411-Atlanta-GA-30306/2076924668_zpid/ "
220,255000.0, 2861 Brookford Ln SW Atlanta GA 30331 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">1<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">915<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/2861-Brookford-Ln-SW-Atlanta-GA-30331/69368479_zpid/ "
221,552900.0, 1145 Kirkwood Ave SE #11 Atlanta GA 30316 ,"<ul class=""list-card-details""><li class="""">4<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">3<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">2074<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/1145-Kirkwood-Ave-SE-11-Atlanta-GA-30316/2076964146_zpid/ "
222,150000.0, 1421 Peachtree St NE APT 203 Atlanta GA 30309 ,"<ul class=""list-card-details""><li class="""">2<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">1<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">--<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Townhouse for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/1421-Peachtree-St-NE-APT-203-Atlanta-GA-30309/2078077230_zpid/ "
223,100000.0, 416 Plainville Dr SW Atlanta GA 30331 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">832<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/416-Plainville-Dr-SW-Atlanta-GA-30331/65449482_zpid/ "
224,229500.0, 2445 Sunridge Ave SE Atlanta GA 30315 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1231<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/2445-Sunridge-Ave-SE-Atlanta-GA-30315/35884190_zpid/ "
225,280000.0, 1360 Akridge St NW Atlanta GA 30314 ,"<ul class=""list-card-details""><li class="""">2<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">999<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Condo for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/1360-Akridge-St-NW-Atlanta-GA-30314/35844766_zpid/ "
226,195000.0, 385 Ralph Mcgill Blvd #P Atlanta GA 30312 ,"<ul class=""list-card-details""><li class="""">--<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">--<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">2400<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Multi-family home for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/385-Ralph-Mcgill-Blvd-P-Atlanta-GA-30312/2077562104_zpid/ "
227,269900.0, 1280 W Peachtree St NW APT 906 Atlanta GA 30309 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">3<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1709<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/1280-W-Peachtree-St-NW-APT-906-Atlanta-GA-30309/2077400110_zpid/ "
228,499500.0, 2525 Laquanda Ct SW Atlanta GA 30331 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1365<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/2525-Laquanda-Ct-SW-Atlanta-GA-30331/65463293_zpid/ "
229,689500.0, 62 Montgomery St NE Atlanta GA 30307 ,"<ul class=""list-card-details""><li class="""">5<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">3<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">3209<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- New construction</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/62-Montgomery-St-NE-Atlanta-GA-30307/14467313_zpid/ "
230,298000.0, 130 26th St NW APT 709 Atlanta GA 30309 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1712<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/130-26th-St-NW-APT-709-Atlanta-GA-30309/2079750603_zpid/ "
231,262000.0, 2110 Pine Heights Dr NE Atlanta GA 30324 ,"<ul class=""list-card-details""><li class="""">4<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">4<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">4718<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Townhouse for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/2110-Pine-Heights-Dr-NE-Atlanta-GA-30324/55017196_zpid/ "
232,529900.0, 91 Carter Ave SE Atlanta GA 30317 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">3<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">2406<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Condo for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/91-Carter-Ave-SE-Atlanta-GA-30317/14465601_zpid/ "
233,132000.0, 1307 Summit North Dr NE Atlanta GA 30324 ,"<ul class=""list-card-details""><li class="""">2<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1490<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Condo for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/1307-Summit-North-Dr-NE-Atlanta-GA-30324/65466901_zpid/ "
234,185000.0, 57 Forsyth St NW APT 4D Atlanta GA 30303 ,"<ul class=""list-card-details""><li class="""">2<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1108<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Townhouse for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/57-Forsyth-St-NW-APT-4D-Atlanta-GA-30303/65462785_zpid/ "
235,295000.0, 380 New Jersey Ave NW Atlanta GA 30314 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/380-New-Jersey-Ave-NW-Atlanta-GA-30314/35855866_zpid/ "
236,720000.0, 933 Canterbury Ln NE Atlanta GA 30324 ,"<ul class=""list-card-details""><li class="""">4<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">3<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">2890<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- New construction</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/933-Canterbury-Ln-NE-Atlanta-GA-30324/123477810_zpid/ "
237,500000.0, 214 Townsend Pl NW Atlanta GA 30327 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1407<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/214-Townsend-Pl-NW-Atlanta-GA-30327/35922053_zpid/ "
238,6995000.0, 3497 Woodhaven Rd NW Atlanta GA 30305 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">4<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">3520<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Townhouse for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/3497-Woodhaven-Rd-NW-Atlanta-GA-30305/35907345_zpid/ "
239,2400000.0, 520 Mountain Way NE Atlanta GA 30342 ,"<ul class=""list-card-details""><li class="""">2<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1094<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Townhouse for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/520-Mountain-Way-NE-Atlanta-GA-30342/35933827_zpid/ "
240,130000.0, 3421 Adkins Rd NW Atlanta GA 30331 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">3<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1954<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- New construction</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/3421-Adkins-Rd-NW-Atlanta-GA-30331/35872061_zpid/ "
241,899000.0, 785 Highland Oaks Dr SW Atlanta GA 30331 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">2550<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/785-Highland-Oaks-Dr-SW-Atlanta-GA-30331/65463679_zpid/ "
242,369900.0, 375 Highland Ave NE UNIT 308 Atlanta GA 30312 ,"<ul class=""list-card-details""><li class="""">5<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">4<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">4000<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- New construction</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/375-Highland-Ave-NE-UNIT-308-Atlanta-GA-30312/65461105_zpid/ "
243,219900.0, 1570 Avon Ave SW Atlanta GA 30311 ,"<ul class=""list-card-details""><li class="""">4<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">3<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">3483<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/1570-Avon-Ave-SW-Atlanta-GA-30311/35849079_zpid/ "
244,375000.0, 400 Village Pkwy NE APT 114 Atlanta GA 30306 ,"<ul class=""list-card-details""><li class="""">6<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">9<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">13681<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/400-Village-Pkwy-NE-APT-114-Atlanta-GA-30306/2076928006_zpid/ "
245,389900.0, The McKinley Plan Wyncreek Estates ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1106<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/community/wyncreek-estates/2077169025_zpid/ "
246,450000.0, 920 Memorial Dr SE UNIT 27 Atlanta GA 30316 ,"<ul class=""list-card-details""><li class="""">2<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1008<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Condo for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/920-Memorial-Dr-SE-UNIT-27-Atlanta-GA-30316/2076929701_zpid/ "
247,337500.0, 408 E Deckner Ave SW Atlanta GA 30310 ,"<ul class=""list-card-details""><li class="""">2<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">3<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1474<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Condo for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/408-E-Deckner-Ave-SW-Atlanta-GA-30310/35891514_zpid/ "
248,350000.0, 2880 Glenwood Ave SE Atlanta GA 30317 ,"<ul class=""list-card-details""><li class="""">5<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">6<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">5250<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- New construction</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/2880-Glenwood-Ave-SE-Atlanta-GA-30317/14457746_zpid/ "
249,150000.0, 2299 Boulevard Granada SW Atlanta GA 30311 ,"<ul class=""list-card-details""><li class="""">1<abbr class=""list-card-label""> <!-- -->bd</abbr></li><li class="""">1<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">813<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Condo for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/2299-Boulevard-Granada-SW-Atlanta-GA-30311/35858684_zpid/ "
250,189900.0, 2230 Cheshire Bridge Rd NE UNIT 406 Atlanta GA 30324 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">3<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1690<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- Townhouse for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/2230-Cheshire-Bridge-Rd-NE-UNIT-406-Atlanta-GA-30324/2076958828_zpid/ "
251,86900.0, 3033 Grand Ave SW Atlanta GA 30315 ,"<ul class=""list-card-details""><li class="""">3<abbr class=""list-card-label""> <!-- -->bds</abbr></li><li class="""">2<abbr class=""list-card-label""> <!-- -->ba</abbr></li><li class="""">1400<abbr class=""list-card-label""> <!-- -->sqft</abbr></li><li class=""list-card-statusText"">- House for sale</li></ul>","<a class=""list-card-link list-card-link-top-margin"" href=""https://www.zillow.com/homedetails/3033-Grand-Ave-SW-Atlanta-GA-30315/35892510_zpid/ "
